original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1420359,1420359,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC Hope Haven I,10/7/2013,10/6/2014,6,"70,920.00","57,704.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420360,1420360,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC 1523 Fairmount,12/22/2013,12/21/2014,82,"42,552.00","19,252.00",Project H O M E Inc,9,EXEMPT,Non Profit
1520107,1520107,OFFICE OF SUPPORTIVE HOUSING,Public Health Management Corporation,OESS (OSHA),Case Management Services,7/1/2014,6/30/2015,273,"1,321,822.00", -   ,Public Health Management Corporation,9,EXEMPT,Non Profit
1520168,1520168,OFFICE OF SUPPORTIVE HOUSING,Resources for Human Development Inc,OESS (OSHA),Transitional Housing,7/1/2014,6/30/2015,273,"201,809.00", -   ,Resources for Human Development Inc,1,ADVERTISED,Non Profit
1520192,1520192,OFFICE OF SUPPORTIVE HOUSING,Resources for Human Development Inc,OESS (OSHA),EH Singles Fernwood,7/1/2014,6/30/2015,273,"1,076,414.00", -   ,Resources for Human Development Inc,9,EXEMPT,Non Profit
1520206,1520206,OFFICE OF SUPPORTIVE HOUSING,Resources for Human Development Inc,OESS (OSHA),Woodstock EH Families,7/1/2014,6/30/2015,273,"1,438,000.00", -   ,Resources for Human Development Inc,9,EXEMPT,Non Profit
1420594,1420594,OFFICE OF SUPPORTIVE HOUSING,Salvation Army,OESS (OSHA),COC-Consolidated,6/1/2014,5/31/2015,243,"329,676.00","77,131.00",Salvation Army,9,EXEMPT,Non Profit
1420228,142022801,OFFICE OF SUPPORTIVE HOUSING,"Social Solutions Global, Inc.",Computer and Information Svcs,Homeless Mgmt Info System,10/1/2013,9/30/2014,0,"659,900.00","533,256.00","Social Solutions Global, Inc.",1,ADVERTISED,For Profit
1520143,1520143,OFFICE OF SUPPORTIVE HOUSING,Socio-Emotional Learning Family Inc (Self),OESS (OSHA),EH Singles Outley House,7/1/2014,6/30/2015,273,"2,322,707.00","702,799.33",Socio-Emotional Learning Family Inc (Self),9,EXEMPT,Non Profit
1520144,1520144,OFFICE OF SUPPORTIVE HOUSING,Socio-Emotional Learning Family Inc (Self),OESS (OSHA),EH Singles-Station House,7/1/2014,6/30/2015,273,"1,420,554.00","429,529.32",Socio-Emotional Learning Family Inc (Self),9,EXEMPT,Non Profit
1520147,1520147,OFFICE OF SUPPORTIVE HOUSING,Socio-Emotional Learning Family Inc (Self),OESS (OSHA),EH Combo Erie+Susquehanna,7/1/2014,6/30/2015,273,"387,231.00","101,523.00",Socio-Emotional Learning Family Inc (Self),9,EXEMPT,Non Profit
1520169,1520169,OFFICE OF SUPPORTIVE HOUSING,Socio-Emotional Learning Family Inc (Self),OESS (OSHA),Transitional Housing,7/1/2014,6/30/2015,273,"191,674.00","43,996.00",Socio-Emotional Learning Family Inc (Self),1,ADVERTISED,Non Profit
MPXX15000028,MPXX15000028,OFFICE OF SUPPORTIVE HOUSING,Thomas Jefferson University,Miscellaneous Order,Occupational Therapy,7/1/2014,6/30/2015,273,"13,000.00", -   ,Thomas Jefferson University,102,EXEMPT,Non Profit
1520135,1520135,OFFICE OF SUPPORTIVE HOUSING,Travelers Aid Society of Philadelphia d/b/a Families Forward,OESS (OSHA),Emerg. Hsg. Families,7/1/2014,6/30/2015,273,"2,483,725.00","382,030.00",Travelers Aid Society of Philadelphia d/b/a Families Forward,1,ADVERTISED,Non Profit
1520220,1520220,OFFICE OF SUPPORTIVE HOUSING,Travelers Aid Society of Philadelphia d/b/a Families Forward,OESS (OSHA),SHP related TH,7/1/2014,6/30/2015,273,"316,010.00","29,019.00",Travelers Aid Society of Philadelphia d/b/a Families Forward,9,EXEMPT,Non Profit
1520131,1520131,OFFICE OF SUPPORTIVE HOUSING,Trevors Campaign For The Homeless Inc,OESS (OSHA),Emerg. Hsg. Families,7/1/2014,6/30/2015,273,"418,606.00","139,432.88",Trevors Campaign For The Homeless Inc,1,ADVERTISED,Non Profit
1420079,142007901,OFFICE OF SUPPORTIVE HOUSING,UNITARY,OESS (OSHA),HTF Housing Retention,7/1/2014,6/30/2015,273,"525,000.00", -   ,UNITARY,9,EXEMPT,unknown
1520200,1520200,OFFICE OF SUPPORTIVE HOUSING,UNITARY,OESS (OSHA),ESG Rapid Re-Housing,7/1/2014,6/30/2015,273,"1,074,819.00","38,792.00",UNITARY,9,EXEMPT,unknown
1420338,1420338,OFFICE OF SUPPORTIVE HOUSING,Urban Affairs Coalition,OESS (OSHA),Raise of Hope SHP Program,10/1/2013,9/30/2014,0,"100,730.00","57,186.00",Urban Affairs Coalition,9,EXEMPT,Non Profit
1520097,1520097,OFFICE OF SUPPORTIVE HOUSING,Urban Affairs Coalition,OESS (OSHA),Emerg Hsg Ctr. for HOPE,7/1/2014,6/30/2015,273,"2,221,620.00","295,610.00",Urban Affairs Coalition,9,EXEMPT,Non Profit
1520230,1520230,OFFICE OF SUPPORTIVE HOUSING,Urban Affairs Coalition,OESS (OSHA),EH Tioga-Simpkins House,7/1/2014,6/30/2015,273,"441,886.00", -   ,Urban Affairs Coalition,9,EXEMPT,Non Profit
1520156,1520156,OFFICE OF SUPPORTIVE HOUSING,Utility Emergency Services Fund,OESS (OSHA),HTF Utility Assistance,7/1/2014,6/30/2015,273,"70,000.00", -   ,Utility Emergency Services Fund,9,EXEMPT,Non Profit
1420081,142008101,OFFICE OF SUPPORTIVE HOUSING,Valley Youth House,OESS (OSHA),ESG Rapid Rehousing,7/1/2014,7/31/2014,0, -   , -   ,Valley Youth House,9,EXEMPT,Non Profit
1520196,1520196,OFFICE OF SUPPORTIVE HOUSING,Veterans Multi-Service Center,OESS (OSHA),CoC Phila Rapid Rehousing,7/1/2014,6/30/2015,273,"186,287.00", -   ,Veterans Multi-Service Center,9,EXEMPT,Non Profit
1520209,1520209,OFFICE OF SUPPORTIVE HOUSING,Veterans Multi-Service Center,OESS (OSHA),CoC Freedom's Gate,7/1/2014,6/30/2015,273,"330,540.00", -   ,Veterans Multi-Service Center,9,EXEMPT,Non Profit
1220401,122040102,OFFICE OF SUPPORTIVE HOUSING,Women Against Abuse Inc,General Consultant Services,DOJ Domestic Violence MDO,10/1/2013,9/30/2014,0, -   , -   ,Women Against Abuse Inc,9,EXEMPT,Non Profit
1320763,132076302,OFFICE OF SUPPORTIVE HOUSING,Women Against Abuse Inc,OESS (OSHA),DCED ESG RAPID RE-HOUSING,7/1/2014,7/31/2014,0, -   , -   ,Women Against Abuse Inc,9,EXEMPT,Non Profit
1520208,1520208,OFFICE OF SUPPORTIVE HOUSING,Women Against Abuse Inc,OESS (OSHA),Domestic Violence Svcs.,7/1/2014,6/30/2015,273,"2,500,000.00", -   ,Women Against Abuse Inc,9,EXEMPT,Non Profit
1520291,1520291,OFFICE OF SUPPORTIVE HOUSING,Women Against Abuse Inc,OESS (OSHA),Transitional/SHP Match,7/1/2014,6/30/2015,273,"273,667.00", -   ,Women Against Abuse Inc,9,EXEMPT,Non Profit
1420442,1420442,OFFICE OF SUPPORTIVE HOUSING,"Women of Excellence, Inc.",OESS (OSHA),WOE SHP Project ( Match),2/1/2014,1/31/2015,123,"93,192.00", -   ,"Women of Excellence, Inc.",9,EXEMPT,Non Profit
1520108,1520108,OFFICE OF THE INSPECTOR GENERAL,"Advance Detective Bureau, Inc. T/A D.O. Richardson",General Consultant Services,Surveillance Services,7/1/2014,6/30/2015,273,"10,000.00", -   ,"Advance Detective Bureau, Inc. T/A D.O. Richardson",7,EXEMPT,For Profit
1320764,132076401,OFFICE OF THE INSPECTOR GENERAL,H.J. Sweeney & Associates,General Consultant Services,Investigative Consultant,6/10/2014,6/9/2015,252,"75,000.00","26,700.00",H.J. Sweeney & Associates,1,ADVERTISED,For Profit
1220207,122020703,OFFICE OF THE INSPECTOR GENERAL,"Keystone Intelligence Network, Inc.",General Consultant Services,Surveillance Services,7/1/2014,6/30/2015,273, -   , -   ,"Keystone Intelligence Network, Inc.",1,ADVERTISED,For Profit
1520086,1520086,OFFICE OF THE INSPECTOR GENERAL,L.B.PEDROTTY & Associates,General Consultant Services,Investigative Consultant,7/1/2014,6/30/2015,273,"75,000.00","17,640.00",L.B.PEDROTTY & Associates,1,ADVERTISED,For Profit
1420496,1420496,PARKS & RECREATION,"B. I. Consulting, LLC",General Consultant Services,Marketing Consultant,4/1/2014,3/31/2015,182,"45,000.00", -   ,"B. I. Consulting, LLC",1,ADVERTISED,For Profit
1420507,1420507,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2014,7/30/2014,0,"62,500.00", -   ,Big Bloc Entertainment Inc,1,ADVERTISED,For Profit
1420599,1420599,PARKS & RECREATION,Calvin Richardson,General Consultant Services,Musical Performing Artist,6/21/2014,8/31/2014,0,"3,000.00", -   ,Calvin Richardson,1,ADVERTISED,For Profit
1420595,1420595,PARKS & RECREATION,"Chrisette Michele, LLC",General Consultant Services,Musical Performing Artist,6/21/2014,7/30/2014,0,"15,000.00", -   ,"Chrisette Michele, LLC",1,ADVERTISED,For Profit
1420493,1420493,PARKS & RECREATION,"Clear Sound, Inc.",General Consultant Services,Sound Consultant,6/1/2014,5/31/2015,243,"70,550.00", -   ,"Clear Sound, Inc.",1,ADVERTISED,For Profit
1420590,1420590,PARKS & RECREATION,E. Daniels Music,Performing Artists-Public Art,Performing Artist,5/28/2014,8/31/2014,0,"3,500.00", -   ,E. Daniels Music,1,ADVERTISED,For Profit
1420510,1420510,PARKS & RECREATION,Fairmount Park Conservancy,General Consultant Services,Project Management Act 13,2/1/2014,1/31/2015,123,"111,368.00","51,563.02",Fairmount Park Conservancy,8,EXEMPT,Non Profit
1120419,112041903,PARKS & RECREATION,Fairmount Park Historic Preservation & Trust Inc.,General Consultant Services,Preservation Services,1/1/2014,12/31/2014,92,"50,000.00","3,145.00",Fairmount Park Historic Preservation & Trust Inc.,9,EXEMPT,Non Profit
1420499,1420499,PARKS & RECREATION,First Phila Labor Services llc/DBA Event Technologies Group,General Consultant Services,Box Office Management,5/1/2014,4/30/2015,212,"50,024.00", -   ,First Phila Labor Services llc/DBA Event Technologies Group,1,ADVERTISED,For Profit
1420500,1420500,PARKS & RECREATION,First Phila Labor Services llc/DBA Event Technologies Group,General Consultant Services,Stagehand Management,6/1/2014,5/30/2015,242,"41,098.40", -   ,First Phila Labor Services llc/DBA Event Technologies Group,1,ADVERTISED,For Profit
1320352,132035203,PARKS & RECREATION,"Gecko Graphics, Inc.",General Consultant Services,Interpretive Signage,8/1/2013,7/31/2014,0,"365,000.00","232,373.65","Gecko Graphics, Inc.",1,ADVERTISED,For Profit
1420598,1420598,PARKS & RECREATION,"Jadore Lifestyle, LLC",General Consultant Services,Musical Performing Artist,6/21/2014,7/31/2014,0,"5,000.00", -   ,"Jadore Lifestyle, LLC",1,ADVERTISED,For Profit
1420602,1420602,PARKS & RECREATION,Ledisi Young d/b/a Ledhead Productions,General Consultant Services,Musical Performing Artist,6/21/2014,8/31/2014,0,"42,500.00", -   ,Ledisi Young d/b/a Ledhead Productions,1,ADVERTISED,For Profit
1420490,1420490,PARKS & RECREATION,"Light Action, Inc.",General Consultant Services,Lighting Consultant,6/1/2014,5/31/2015,243,"51,010.00", -   ,"Light Action, Inc.",1,ADVERTISED,For Profit
1420603,1420603,PARKS & RECREATION,Lone Oak Entertainment,General Consultant Services,Musical Performing Artist,6/21/2014,8/31/2014,0,"7,500.00", -   ,Lone Oak Entertainment,1,ADVERTISED,For Profit
1220379,122037902,PARKS & RECREATION,"Materials Conservation Collaborative, LLC",General Consultant Services,Restoration Work,11/3/2013,11/2/2014,33,"46,255.00", -   ,"Materials Conservation Collaborative, LLC",1,ADVERTISED,For Profit
MPXX15000181,MPXX15000181,PARKS & RECREATION,Montgomery Early Learning Center,Miscellaneous Order,Professional Development,8/1/2014,6/30/2015,273,"15,000.00","3,600.00",Montgomery Early Learning Center,102,EXEMPT,Non Profit
1320742,132074201,PARKS & RECREATION,Pennsylvania Horticultural Society,General Consultant Services,Neighborhood Park Program,11/2/2013,11/1/2014,32,"388,827.00","293,966.42",Pennsylvania Horticultural Society,9,EXEMPT,Non Profit
MPXX15000179,MPXX15000179,PARKS & RECREATION,Philadelphia Mural Arts Advocates,Miscellaneous Order,Mural Wall Painting,8/22/2014,6/30/2015,273,"13,000.00", -   ,Philadelphia Mural Arts Advocates,103,Prior to 2-1-2006,Non Profit
1420495,1420495,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2014,8/28/2014,0,"19,250.00", -   ,"Platinum Productions, LLC",1,ADVERTISED,For Profit
1420511,1420511,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2014,5/31/2015,243,"70,000.00", -   ,"Platinum Productions, LLC",1,ADVERTISED,For Profit
1420512,1420512,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2014,5/31/2015,243,"27,500.00", -   ,"Platinum Productions, LLC",1,ADVERTISED,For Profit
1420546,1420546,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2014,5/31/2015,243,"41,000.00", -   ,"Platinum Productions, LLC",1,ADVERTISED,For Profit
1120597,112059703,PARKS & RECREATION,"Quality Penn Products, Inc",General Consultant Services,Production Management,5/1/2014,4/30/2015,212,"58,473.00", -   ,"Quality Penn Products, Inc",1,ADVERTISED,For Profit
1420600,1420600,PARKS & RECREATION,"Riley's World, INC",General Consultant Services,Musical Performing Artist,6/21/2014,7/31/2014,0,"17,500.00", -   ,"Riley's World, INC",1,ADVERTISED,For Profit
1120625,112062503,PARKS & RECREATION,SCOTLANDYARD SECURITY SVC,General Consultant Services,Parking & Urshering Svcs,6/1/2014,5/31/2015,243,"50,000.00", -   ,SCOTLANDYARD SECURITY SVC,1,ADVERTISED,For Profit
1420492,1420492,PARKS & RECREATION,SIMON PUBLIC RELATIONS GROUP,General Consultant Services,Marketing Consultant,4/1/2014,3/31/2015,182,"30,000.00", -   ,SIMON PUBLIC RELATIONS GROUP,1,ADVERTISED,For Profit
MPXX15000139,MPXX15000139,PARKS & RECREATION,Sadie Rose LLC,Miscellaneous Order,Photography Services,7/1/2014,6/30/2015,273,"13,250.00","13,250.00",Sadie Rose LLC,102,EXEMPT,For Profit
1420597,1420597,PARKS & RECREATION,Separate Touring Corporation,General Consultant Services,Musical Performing Artist,6/21/2014,7/30/2014,0,"48,500.00", -   ,Separate Touring Corporation,1,ADVERTISED,For Profit
1420606,1420606,PARKS & RECREATION,"Setsunai, Inc",General Consultant Services,Musical Performing Artist,6/21/2014,8/31/2014,0,"22,500.00", -   ,"Setsunai, Inc",1,ADVERTISED,For Profit
1420502,1420502,PARKS & RECREATION,Shock Theory Interactive,General Consultant Services,Website Design & Marketin,4/1/2014,3/31/2015,182,"20,250.00", -   ,Shock Theory Interactive,7,EXEMPT,For Profit
1420596,1420596,PARKS & RECREATION,"Smitty Boykin Touring, Inc.",General Consultant Services,Musical Performing Artist,6/21/2014,8/30/2014,0,"30,000.00", -   ,"Smitty Boykin Touring, Inc.",1,ADVERTISED,For Profit
1420503,1420503,PARKS & RECREATION,"The Agency Group, LTD.",Performing Artists-Public Art,Performing Artist,6/1/2014,8/30/2014,0,"19,000.00", -   ,"The Agency Group, LTD.",1,ADVERTISED,For Profit
1220545,122054502,PARKS & RECREATION,Ticketmaster,General Consultant Services,Ticket Distribution,5/1/2014,4/30/2015,212, -   , -   ,Ticketmaster,1,ADVERTISED,For Profit
1420380,1420380,PARKS & RECREATION,United States Department of Agriculture,Inter-Governmental Agreements,Deer Management,10/1/2013,9/30/2014,0,"31,999.60","21,254.13",United States Department of Agriculture,8,EXEMPT,Non Profit
1420501,1420501,PARKS & RECREATION,Universal Attractions,Performing Artists-Public Art,Performing Artist,5/1/2014,8/30/2014,0,"37,500.00", -   ,Universal Attractions,1,ADVERTISED,For Profit
1420515,1420515,PARKS & RECREATION,Universal Attractions,Performing Artists-Public Art,Performing Artist,6/1/2014,7/31/2014,0,"23,000.00", -   ,Universal Attractions,1,ADVERTISED,For Profit
1420516,1420516,PARKS & RECREATION,Universal Attractions,Performing Artists-Public Art,Performing Artist,6/1/2014,7/31/2014,0,"50,000.00", -   ,Universal Attractions,1,ADVERTISED,For Profit
1420517,1420517,PARKS & RECREATION,Universal Attractions,Performing Artists-Public Art,Performing Artist,6/1/2014,7/31/2014,0,"72,500.00", -   ,Universal Attractions,1,ADVERTISED,For Profit
1420547,1420547,PARKS & RECREATION,Universal Attractions,Performing Artists-Public Art,Performing Artist,6/1/2014,8/30/2014,0,"32,500.00", -   ,Universal Attractions,1,ADVERTISED,For Profit
1420538,1420538,PARKS & RECREATION,"WD PRODUCTIONS, INC",Performing Artists-Public Art,Performing Artist,6/1/2014,7/30/2014,0,"37,000.00", -   ,"WD PRODUCTIONS, INC",1,ADVERTISED,For Profit
1420475,1420475,PARKS & RECREATION,Wagner Free Institute of Science,General Consultant Services,Program Development,2/1/2014,7/31/2014,0,"50,000.00", -   ,Wagner Free Institute of Science,9,EXEMPT,Non Profit
1420513,1420513,PARKS & RECREATION,Wenig-LaMonica Associates,Performing Artists-Public Art,Performing Artist,6/1/2014,7/31/2014,0,"30,000.00", -   ,Wenig-LaMonica Associates,1,ADVERTISED,For Profit
1420514,1420514,PARKS & RECREATION,Wenig-LaMonica Associates,Performing Artists-Public Art,Performing Artist,6/1/2014,7/30/2014,0,"42,500.00", -   ,Wenig-LaMonica Associates,1,ADVERTISED,For Profit
1420483,1420483,PARKS & RECREATION,"Whitman, Requardt and Associates, LLP",Architect and Engineer Svcs,Maplewood Mall Project,4/21/2014,4/20/2015,202,"301,700.00","24,980.38","Whitman, Requardt and Associates, LLP",1,ADVERTISED,For Profit
1520084,1520084,PENSION BOARD,Apex Capital Management,Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,335, -   , -   ,Apex Capital Management,1,ADVERTISED,For Profit
920940,92094005,PENSION BOARD,"Aronson+Johnson+Ortiz, LP",Investment Advisor-Manager,Large Cap Value,5/31/2014,5/30/2015,242, -   , -   ,"Aronson+Johnson+Ortiz, LP",1,ADVERTISED,For Profit
920626,92062606,PENSION BOARD,"Brandywine Global Investment Management, LLC",Investment Advisor-Manager,Global Fixed Income,1/1/2014,12/31/2014,92, -   , -   ,"Brandywine Global Investment Management, LLC",1,ADVERTISED,For Profit
1520311,1520311,PENSION BOARD,"Brandywine Global Investment Management, LLC",Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,335, -   , -   ,"Brandywine Global Investment Management, LLC",1,ADVERTISED,For Profit
1220517,122051702,PENSION BOARD,CLIFFWATER LLC,General Consultant Services,Gen'l Invest Consultant,4/1/2014,3/31/2015,182,"805,000.00", -   ,CLIFFWATER LLC,1,ADVERTISED,For Profit
1120369,112036903,PENSION BOARD,Causeway Capital Management LLC,Investment Advisor-Manager,Dev Mkt Non US Equity,6/1/2014,5/31/2015,243, -   , -   ,Causeway Capital Management LLC,1,ADVERTISED,For Profit
1220138,122013803,PENSION BOARD,"Cheiron, Inc.",General Consultant Services,Actuarial Services,7/1/2014,6/30/2015,273,"330,000.00", -   ,"Cheiron, Inc.",1,ADVERTISED,For Profit
1520088,1520088,PENSION BOARD,"Cheswold Lane Asset Management, LLC",Investment Advisor-Manager,International Equity Mngr,8/1/2014,7/31/2015,304, -   , -   ,"Cheswold Lane Asset Management, LLC",1,ADVERTISED,For Profit
1320560,132056002,PENSION BOARD,CliftonLarsonAllen LLP,Accounting and Auditing Svcs,Annual Audit,10/1/2013,9/30/2014,0,"70,000.00","70,000.00",Clifton Gunderson LLP,1,ADVERTISED,For Profit
MPXX15000015,MPXX15000015,PENSION BOARD,"David Knox, M.D.",Miscellaneous Order,Independent Medical Exams,7/1/2014,6/30/2015,273,"5,000.00", -   ,"David Knox, M.D.",1,ADVERTISED,For Profit
MPXX15000013,MPXX15000013,PENSION BOARD,Dr. Martin H. Rosenweig,Miscellaneous Order,Independent Medical Exams,7/1/2014,6/30/2015,273,"13,000.00", -   ,Dr. Martin H. Rosenweig,1,ADVERTISED,For Profit
MPXX15000017,MPXX15000017,PENSION BOARD,Dr. Richard M. Jay,Miscellaneous Order,Independent Medical Exams,7/1/2014,6/30/2015,273,"5,000.00", -   ,Dr. Richard M. Jay,1,ADVERTISED,For Profit
MPXX15000016,MPXX15000016,PENSION BOARD,Eastern Pennsylvania Orthopedic Associates,Miscellaneous Order,Independent Medical Exams,7/1/2014,6/30/2015,273,"20,000.00", -   ,Eastern Pennsylvania Orthopedic Associates,1,ADVERTISED,Non Profit
1520310,1520310,PENSION BOARD,"GW Capital, Inc.",Investment Advisor-Manager,Domestic Equity Manager,9/1/2014,8/31/2015,335, -   , -   ,"GW Capital, Inc.",1,ADVERTISED,For Profit
1520313,1520313,PENSION BOARD,"GW Capital, Inc.",Investment Advisor-Manager,Emerging Fixed Income Mgr,9/1/2014,8/31/2015,335, -   , -   ,"GW Capital, Inc.",1,ADVERTISED,For Profit
1120521,112052103,PENSION BOARD,Geneva Capital Management Ltd.,Investment Advisor-Manager,Mid Cap Equity Mgr,6/15/2014,6/14/2015,257, -   , -   ,Geneva Capital Management Ltd.,1,ADVERTISED,For Profit
1520078,1520078,PENSION BOARD,"Hahn Capital Management, LLC",Investment Advisor-Manager,Domestic Equity Manager,8/1/2014,7/31/2015,304, -   , -   ,"Hahn Capital Management, LLC",1,ADVERTISED,For Profit
