original_contract_id,current_item_id,department_name,vendor,contract_structure_type,desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
1420505,142050504,OFFICE OF INNOVATION AND TECHNOLOGY,"Ciber Global, LLC",Computer and Information Svcs,Workforce Management Syst,6/6/2014,4/30/2020,395,"  28,762,364.00 ","  19,245,100.50 ",Ciber Inc.,01,ADVERTISED,For Profit
1520549,152054903,OFFICE OF INNOVATION AND TECHNOLOGY,Cogsdale Corporation,Computer and Information Svcs,FAMIS/Performance System,6/1/2018,5/31/2019,60,"  140,713.45 ","  128,987.33 ",Cogsdale Corporation,01,ADVERTISED,For Profit
1920201,1920201,OFFICE OF INNOVATION AND TECHNOLOGY,"Computer Projects of Illinois, Inc",Computer and Information Svcs,Computer Criminal History,9/4/2018,9/3/2020,521,"  2,728,500.00 ","  267,850.00 ","Computer Projects of Illinois, Inc",01,ADVERTISED,For Profit
1320681,132068104,OFFICE OF INNOVATION AND TECHNOLOGY,"Computronix (U.S.A.), Inc.",Computer and Information Svcs,eClipse Project,4/1/2018,3/31/2019,0,"  2,218,541.00 ","  547,941.60 ","Computronix (U.S.A.), Inc.",01,ADVERTISED,For Profit
1520392,152039206,OFFICE OF INNOVATION AND TECHNOLOGY,"Data-Core Systems, Inc.",Computer and Information Svcs,Revenue MeF Support/Maint,11/1/2018,1/31/2019,0,"  90,000.00 ","  143,035.00 ","Data-Core Systems, Inc.",01,ADVERTISED,For Profit
1520392,152039207,OFFICE OF INNOVATION AND TECHNOLOGY,"Data-Core Systems, Inc.",Computer and Information Svcs,Revenue MeF/eGov Support,2/1/2019,4/30/2019,29,"  62,793.00 ",  -   ,"Data-Core Systems, Inc.",01,ADVERTISED,For Profit
1620405,162040502,OFFICE OF INNOVATION AND TECHNOLOGY,"Data-Core Systems, Inc.",Computer and Information Svcs,RAMsys - BI/DW Solution,4/1/2018,3/31/2019,0,  -   ,  -   ,"Data-Core Systems, Inc.",01,ADVERTISED,For Profit
1620514,162051402,OFFICE OF INNOVATION AND TECHNOLOGY,"Data-Core Systems, Inc.",Computer and Information Svcs,WaterBilling DW/BI Softwr,6/15/2018,6/14/2019,74,"  24,440.00 ",  -   ,"Data-Core Systems, Inc.",01,ADVERTISED,For Profit
1820313,182031302,OFFICE OF INNOVATION AND TECHNOLOGY,"Data-Core Systems, Inc.",Computer and Information Svcs,Public Safety Incident,11/1/2018,10/31/2019,213,"  164,490.00 ",  -   ,"Data-Core Systems, Inc.",01,ADVERTISED,For Profit
1620304,162030404,OFFICE OF INNOVATION AND TECHNOLOGY,"EBA Engineering, Inc.",Computer and Information Svcs,Centerline System Upgrade,2/22/2018,2/21/2019,0,"  11,206.40 ","  11,206.40 ",Advanced Technology Solutions Inc. d/b/a geographIT,01,ADVERTISED,For Profit
1620304,162030405,OFFICE OF INNOVATION AND TECHNOLOGY,"EBA Engineering, Inc.",Computer and Information Svcs,Centerline System Upgrade,2/22/2019,2/21/2020,326,"  11,532.80 ",  -   ,Advanced Technology Solutions Inc. d/b/a geographIT,01,ADVERTISED,For Profit
1920239,1920239,OFFICE OF INNOVATION AND TECHNOLOGY,ELXSI d/b/a CUES,Computer and Information Svcs,Sewer Pipeline Assessment,8/27/2018,8/26/2019,147,"  386,178.00 ",  -   ,ELXSI d/b/a CUES,01,ADVERTISED,For Profit
1520368,152036805,OFFICE OF INNOVATION AND TECHNOLOGY,EMA Inc.,Computer and Information Svcs,IBM Tivoli Maximo Support,12/1/2018,2/28/2019,0,"  150,000.00 ",  -   ,EMA Inc.,01,ADVERTISED,For Profit
1920389,1920389,OFFICE OF INNOVATION AND TECHNOLOGY,EMA Inc.,Computer and Information Svcs,IBM Tivoli Maximo Support,3/1/2019,2/29/2020,334,"  300,000.00 ",  -   ,EMA Inc.,01,ADVERTISED,For Profit
1320598,132059805,OFFICE OF INNOVATION AND TECHNOLOGY,"Fairfax Imaging, Inc.",Computer and Information Svcs,New Cashiering System,1/1/2019,3/31/2019,0,  -   ,  -   ,"Fairfax Imaging, Inc.",01,ADVERTISED,For Profit
1720800,172080001,OFFICE OF INNOVATION AND TECHNOLOGY,Gartner Inc.,Computer and Information Svcs,Research and Advisory Svc,6/1/2018,5/31/2019,60,"  199,300.00 ","  165,100.00 ",Gartner Inc.,01,ADVERTISED,For Profit
1620162,162016204,OFFICE OF INNOVATION AND TECHNOLOGY,"Information Consulting Services of Delaware Valley, Inc",Computer and Information Svcs,Basis2 Water Billing Mgmt,10/25/2018,10/24/2019,206,"  651,000.00 ","  161,530.67 ","Information Consulting Services of Delaware Valley, Inc",01,ADVERTISED,For Profit
1720621,172062101,OFFICE OF INNOVATION AND TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,TIPS Prog & Consulting,2/1/2018,1/31/2019,0,"  877,320.00 ","  1,302,235.90 ","Information Services Partner, Inc.",01,ADVERTISED,For Profit
1720621,172062102,OFFICE OF INNOVATION AND TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,TIPS Prog & Consulting,2/1/2019,1/31/2020,305,"  826,608.00 ",  -   ,"Information Services Partner, Inc.",01,ADVERTISED,For Profit
1820384,182038402,OFFICE OF INNOVATION AND TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,Basis2 Prog & Consulting,12/1/2018,11/30/2019,243,"  359,170.00 ",  -   ,"Information Services Partner, Inc.",01,ADVERTISED,For Profit
1820406,182040601,OFFICE OF INNOVATION AND TECHNOLOGY,"Information Services Partner, Inc.",Computer and Information Svcs,ACIS eContract Maintenanc,1/1/2019,12/31/2019,274,"  275,260.00 ",  -   ,"Information Services Partner, Inc.",01,ADVERTISED,For Profit
1720389,172038902,OFFICE OF INNOVATION AND TECHNOLOGY,"Iron Mountain Information Management , LLC",Computer and Information Svcs,PWD AP Workflow Automatio,9/27/2018,9/26/2019,178,  -   ,"  34,000.00 ","Iron Mountain Information Management , LLC",01,ADVERTISED,For Profit
MPXX19000164,MPXX19000164,OFFICE OF INNOVATION AND TECHNOLOGY,John Corlies,Miscellaneous Order,OnePhilly Oracle Consult,7/1/2018,6/30/2019,90,"  32,000.00 ","  12,640.00 ",John Corlies,102,EXEMPT,For Profit
1520427,152042707,OFFICE OF INNOVATION AND TECHNOLOGY,"Johnson, Mirmiran & Thompson",Computer and Information Svcs,Replace GPIS-ROWCoordinat,11/17/2018,11/16/2019,229,"  18,134.00 ",  -   ,"Johnson, Mirmiran & Thompson",01,ADVERTISED,For Profit
1820563,1820563,OFFICE OF INNOVATION AND TECHNOLOGY,KUBRA Data Transfer Ltd,Computer and Information Svcs,e-Pay and e-Billing Svcs,6/1/2018,5/31/2019,60,  -   ,  -   ,KUBRA Data Transfer Ltd,01,ADVERTISED,For Profit
1620056,162005603,OFFICE OF INNOVATION AND TECHNOLOGY,LockWorks LLC,Computer and Information Svcs,Lock and Track Maintenanc,7/1/2018,6/30/2019,90,"  551,000.00 ",  -   ,LockWorks LLC,01,ADVERTISED,For Profit
MPXX19000089,MPXX19000089,OFFICE OF INNOVATION AND TECHNOLOGY,Marion Storey Biddle,Miscellaneous Order,Cityworks_GPIS Support,7/12/2018,6/30/2019,90,"  32,000.00 ","  32,000.00 ",Marion Storey Biddle,102,EXEMPT,For Profit
1720439,172043902,OFFICE OF INNOVATION AND TECHNOLOGY,"MetaSource Holdings, LLC",Computer and Information Svcs,City Scanning Services,12/1/2018,11/30/2019,243,"  575,000.00 ","  146,684.39 ","MetaSource Holdings, LLC",01,ADVERTISED,For Profit
1420444,142044405,OFFICE OF INNOVATION AND TECHNOLOGY,"Michael Anthony Associates, Inc.",Computer and Information Svcs,Pension Staff Augmentatio,11/1/2018,1/31/2019,0,  -   ,  -   ,"Michael Anthony Associates, Inc.",01,ADVERTISED,For Profit
1920394,1920394,OFFICE OF INNOVATION AND TECHNOLOGY,"Michael Anthony Associates, Inc.",Computer and Information Svcs,Pension Staff Augmentatio,2/1/2019,1/31/2020,305,"  245,440.00 ","  14,189.50 ","Michael Anthony Associates, Inc.",01,ADVERTISED,For Profit
1720645,172064501,OFFICE OF INNOVATION AND TECHNOLOGY,"Mission Critical Partners, LLC",Computer and Information Svcs,911 Mgmt and Consulting,4/1/2018,3/31/2019,0,"  1,500,000.00 ","  1,364,940.35 ","Mission Critical Partners, LLC",01,ADVERTISED,For Profit
1520494,152049405,OFFICE OF INNOVATION AND TECHNOLOGY,"Novatti, Inc.",Computer and Information Svcs,basis2 Software Consultin,4/25/2018,4/24/2019,23,"  1,765,000.00 ",  -   ,Prophecy Americas Inc,01,ADVERTISED,For Profit
1520496,152049604,OFFICE OF INNOVATION AND TECHNOLOGY,"Novatti, Inc.",Computer and Information Svcs,Basis2 Maintenance,3/8/2018,3/9/2019,0,"  405,000.00 ","  405,000.00 ",Prophecy Americas Inc,01,ADVERTISED,For Profit
1920016,1920016,OFFICE OF INNOVATION AND TECHNOLOGY,Official Payments Corp.,Computer and Information Svcs,e-Pay and e-Billing Svcs,12/1/2018,11/30/2019,243,  -   ,  -   ,Official Payments Corp.,01,ADVERTISED,For Profit
1620026,162002603,OFFICE OF INNOVATION AND TECHNOLOGY,OnLine Consulting,Computer and Information Svcs,Citywide IT Training,7/1/2018,6/30/2019,90,  -   ,"  8,250.00 ",OnLine Consulting,01,ADVERTISED,For Profit
1720267,1720267,OFFICE OF INNOVATION AND TECHNOLOGY,"POWER Engineers, Inc.",Computer and Information Svcs,Cityworks for Forestry,6/1/2017,5/31/2019,60,"  716,332.00 ","  81,464.78 ","POWER Engineers, Inc.",01,ADVERTISED,For Profit
1620343,162034302,OFFICE OF INNOVATION AND TECHNOLOGY,"Periscope Holdings, Inc",Computer and Information Svcs,Procurement System Mod,5/2/2018,5/1/2019,30,"  178,710.00 ","  105,880.00 ","Periscope Holdings, Inc",01,ADVERTISED,For Profit
1620423,162042302,OFFICE OF INNOVATION AND TECHNOLOGY,Pictometry International Corp.,Computer and Information Svcs,Digital Aerial Imagery,3/1/2018,2/28/2019,0,"  499,928.52 ",  -   ,Pictometry International Corp.,01,ADVERTISED,For Profit
1620423,162042303,OFFICE OF INNOVATION AND TECHNOLOGY,Pictometry International Corp.,Computer and Information Svcs,Digital Aerial Imagery,3/1/2019,2/29/2020,334,"  124,196.00 ",  -   ,Pictometry International Corp.,01,ADVERTISED,For Profit
1520467,152046706,OFFICE OF INNOVATION AND TECHNOLOGY,"Revenue Solutions, Inc.",Computer and Information Svcs,Tax Delinquency Data,2/2/2018,2/1/2019,0,"  1,507,617.00 ","  457,816.00 ","Revenue Solutions, Inc.",01,ADVERTISED,For Profit
1520467,152046707,OFFICE OF INNOVATION AND TECHNOLOGY,"Revenue Solutions, Inc.",Computer and Information Svcs,Tax Delinquency Data,2/2/2019,2/1/2020,306,"  1,114,661.00 ",  -   ,"Revenue Solutions, Inc.",01,ADVERTISED,For Profit
1820219,182021901,OFFICE OF INNOVATION AND TECHNOLOGY,Spider Networks Inc,Computer and Information Svcs,Basis2 SW Consulting,9/5/2018,9/4/2019,156,"  216,000.00 ","  149,526.00 ",Spider Networks Inc,01,ADVERTISED,For Profit
1520555,152055503,OFFICE OF INNOVATION AND TECHNOLOGY,Starpoint Solutions LLC,Computer and Information Svcs,basis2 Lead Programmer,6/1/2018,5/31/2019,60,"  400,000.00 ","  248,956.00 ",Starpoint Solutions LLC,01,ADVERTISED,For Profit
1620093,162009303,OFFICE OF INNOVATION AND TECHNOLOGY,SunGard Availability Services LP,Computer and Information Svcs,Disaster Recovery Service,1/1/2019,12/31/2019,274,"  45,252.00 ",  -   ,SunGard Availability Services LP,01,ADVERTISED,For Profit
1720727,1720727,OFFICE OF INNOVATION AND TECHNOLOGY,Tyler Technologies,Computer and Information Svcs,CAMA Solution,4/17/2017,4/16/2021,746,"  7,016,767.00 ","  2,898,775.00 ",Tyler Technologies,01,ADVERTISED,For Profit
1620155,162015504,OFFICE OF INNOVATION AND TECHNOLOGY,UNITARY,Computer and Information Svcs,IT Staff Augmentation,11/1/2018,10/31/2019,213,"  5,000,000.00 ","  3,172,418.67 ",UNITARY,01,ADVERTISED,unknown
1820387,182038701,OFFICE OF INNOVATION AND TECHNOLOGY,UNITARY,Computer and Information Svcs,Plan & Solution Architect,1/1/2019,12/31/2019,274,"  2,000,000.00 ","  49,374.00 ",UNITARY,01,ADVERTISED,unknown
1420393,142039305,OFFICE OF INNOVATION AND TECHNOLOGY,Unisys  Corporation,Computer and Information Svcs,Philly311 CRM Solution,12/27/2018,12/26/2019,269,"  177,074.10 ","  17,446.00 ",Unisys  Corporation,01,ADVERTISED,For Profit
1620161,162016102,OFFICE OF INNOVATION AND TECHNOLOGY,Unisys  Corporation,Computer and Information Svcs,PPD Message Switch Replac,6/30/2018,6/29/2019,89,"  576,294.00 ",  -   ,Unisys  Corporation,01,ADVERTISED,For Profit
1820437,1820437,OFFICE OF INNOVATION AND TECHNOLOGY,"Vesta Solutions, Inc.",Computer and Information Svcs,911 Vesta Maint. Srvcs,5/1/2018,4/30/2019,29,"  555,664.00 ","  555,664.00 ","Vesta Solutions, Inc.",01,ADVERTISED,For Profit
1320659,132065903,OFFICE OF INNOVATION AND TECHNOLOGY,West Publishing Corporation  d/b/a West Group,Computer and Information Svcs,Online Legal Services,1/1/2019,12/31/2019,274,"  491,700.00 ",  -   ,West Publishing Corporation  d/b/a West Group,01,ADVERTISED,For Profit
MPXX19000263,MPXX19000263,OFFICE OF INNOVATION AND TECHNOLOGY,"mPower Software Services, LLC.",Miscellaneous Order,Software AG Installation,11/27/2018,6/30/2019,90,"  27,000.00 ",  -   ,"mPower Software Services, LLC.",102,EXEMPT,For Profit
1720142,172014202,OFFICE OF PROPERTY ASSESSMENTS,"Doyle Real Estate Advisors, LLC",General Consultant Services,Chief Appraisal Consultan,7/1/2018,6/30/2019,90,"  90,000.00 ",  -   ,"Doyle Real Estate Advisors, LLC",01,ADVERTISED,For Profit
MPXX19000148,MPXX19000148,OFFICE OF PROPERTY ASSESSMENTS,Drexel University,Miscellaneous Order,GIS Support Work,8/9/2018,6/30/2019,90,"  34,000.00 ",  -   ,Drexel University,102,EXEMPT,Non Profit
1720249,172024903,OFFICE OF PROPERTY ASSESSMENTS,"Linebarger Goggan Blair & Sampson, LLP",General Consultant Services,Customer Svr and Applicat,7/1/2017,6/30/2019,90,"  456,756.00 ","  438,372.61 ","Linebarger Goggan Blair & Sampson, LLP",01,ADVERTISED,For Profit
1720461,172046102,OFFICE OF PROPERTY ASSESSMENTS,RCDH of Pennsylvania Inc. d/b/a  A.R. Hughes & Company,General Consultant Services,Commercial Consultant,10/25/2018,10/24/2019,206,"  350,000.00 ","  96,716.05 ",RCDH of Pennsylvania Inc. d/b/a  A.R. Hughes & Company,01,ADVERTISED,For Profit
MPXX19000165,MPXX19000165,OFFICE OF PROPERTY ASSESSMENTS,Robert J Gloudemans,Miscellaneous Order,Mass Apraisal,8/17/2018,6/30/2019,90,"  34,000.00 ",  -   ,Robert J Gloudemans,102,EXEMPT,For Profit
1820380,182038001,OFFICE OF PROPERTY ASSESSMENTS,Vanguard Direct Inc.,Computer and Information Svcs,First Level Review Consul,11/30/2018,11/29/2019,242,"  98,000.00 ","  38,987.75 ",Vanguard Direct Inc.,01,ADVERTISED,For Profit
1720758,172075801,OFFICE OF THE INSPECTOR GENERAL,H.J. Sweeney & Associates,General Consultant Services,Investigative Consultant,6/10/2018,6/9/2019,69,"  71,500.00 ","  51,120.00 ",H.J. Sweeney & Associates,01,ADVERTISED,For Profit
1820546,1820546,PARKS & RECREATION,"B. I. Consulting, LLC",General Consultant Services,Ticket Revenue Consultant,4/1/2018,3/31/2019,0,"  55,000.00 ",  -   ,"B. I. Consulting, LLC",01,ADVERTISED,For Profit
1820497,1820497,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  155,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820513,1820513,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  105,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820514,1820514,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  115,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820515,1820515,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  50,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820516,1820516,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  17,500.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820517,1820517,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  19,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820518,1820518,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  25,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820519,1820519,PARKS & RECREATION,Big Bloc Entertainment Inc,Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  55,000.00 ",  -   ,Big Bloc Entertainment Inc,01,ADVERTISED,For Profit
1820601,1820601,PARKS & RECREATION,"Black Pearl Chamber Orchestra, Inc.",Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  30,000.00 ",  -   ,"Black Pearl Chamber Orchestra, Inc.",01,ADVERTISED,For Profit
MPXX19000234,MPXX19000234,PARKS & RECREATION,Center City District,Miscellaneous Order,Street Sign Maintenace,7/1/2018,6/30/2019,90,"  4,506.00 ","  4,506.00 ",Center City District,103,EXEMPT,Non Profit
1620025,162002503,PARKS & RECREATION,"Center for Employment Opportunities, Inc.",General Consultant Services,Work Ready Program,7/1/2018,6/30/2019,90,"  329,901.00 ","  164,500.00 ","Center for Employment Opportunities, Inc.",09,EXEMPT,Non Profit
MPXX19000269,MPXX19000269,PARKS & RECREATION,Eric Ramos,Miscellaneous Order,Fitness Instructor,11/30/2018,6/30/2019,90,"  4,500.00 ","  2,160.00 ",Eric Ramos,102,EXEMPT,For Profit
1520500,152050005,PARKS & RECREATION,Fairmount Park Conservancy,General Consultant Services,Restoration Services,2/1/2018,1/31/2019,0,"  386,477.00 ","  196,833.25 ",Fairmount Park Conservancy,08,EXEMPT,Non Profit
1820464,182046401,PARKS & RECREATION,Fairmount Park Conservancy,General Consultant Services,Act 13 Project Management,2/1/2018,1/31/2019,0,"  215,713.00 ",  -   ,Fairmount Park Conservancy,08,EXEMPT,Non Profit
1820464,182046402,PARKS & RECREATION,Fairmount Park Conservancy,General Consultant Services,Act 13 Project Management,2/1/2019,1/31/2020,305,"  155,930.00 ",  -   ,Fairmount Park Conservancy,08,EXEMPT,Non Profit
1920249,1920249,PARKS & RECREATION,Fairmount Park Conservancy,General Consultant Services,Marketing Services,7/1/2018,6/30/2019,90,"  60,000.00 ",  -   ,Fairmount Park Conservancy,08,EXEMPT,Non Profit
MPXX19000179,MPXX19000179,PARKS & RECREATION,"Fairmount Ventures, Inc.",Miscellaneous Order,Written Business Plan RAC,9/10/2018,6/30/2019,90,"  34,000.00 ","  28,000.00 ","Fairmount Ventures, Inc.",102,EXEMPT,For Profit
1820474,1820474,PARKS & RECREATION,First Phila Labor Services llc/DBA Event Technologies Group,General Consultant Services,BOX OFFICE CONSULTANT,5/1/2018,4/30/2019,29,"  100,000.00 ",  -   ,First Phila Labor Services llc/DBA Event Technologies Group,01,ADVERTISED,For Profit
1820478,1820478,PARKS & RECREATION,First Phila Labor Services llc/DBA Event Technologies Group,General Consultant Services,Stagehand Mgmt Consultant,6/1/2018,5/31/2019,60,"  100,000.00 ",  -   ,First Phila Labor Services llc/DBA Event Technologies Group,01,ADVERTISED,For Profit
MPXX19000283,MPXX19000283,PARKS & RECREATION,Focus on Training USA LLC,Miscellaneous Order,Pesticide Use Training,1/8/2019,6/30/2019,90,  850.00 ,  -   ,Focus on Training USA LLC,102,EXEMPT,For Profit
1620449,162044902,PARKS & RECREATION,"Isdaner & Company, LLC",Accounting and Auditing Svcs,Auditing Services,6/1/2018,5/31/2019,60,"  21,310.00 ","  21,310.00 ","Isdaner & Company, LLC",01,ADVERTISED,For Profit
1820505,1820505,PARKS & RECREATION,"Johnson, Mirmiran & Thompson",General Consultant Services,Erosion Repair FP,3/5/2018,3/4/2019,0,"  256,495.26 ","  124,978.86 ","Johnson, Mirmiran & Thompson",01,ADVERTISED,For Profit
1820505,182050501,PARKS & RECREATION,"Johnson, Mirmiran & Thompson",General Consultant Services,Erosion Repair FP,3/5/2019,3/4/2020,338,  -   ,  -   ,"Johnson, Mirmiran & Thompson",01,ADVERTISED,For Profit
1520547,152054704,PARKS & RECREATION,"LandStudies, Inc.",General Consultant Services,Natural Areas Maintenance,6/1/2018,5/31/2019,60,"  80,000.00 ","  48,075.75 ","LandStudies, Inc.",01,ADVERTISED,For Profit
1820484,1820484,PARKS & RECREATION,"Light Action, Inc.",General Consultant Services,Lighting Mgmt Consultant,6/1/2018,5/31/2019,60,"  100,000.00 ",  -   ,"Light Action, Inc.",01,ADVERTISED,For Profit
1820554,1820554,PARKS & RECREATION,M F R Consultants Inc.,Computer and Information Svcs,Software System,6/1/2018,5/31/2019,60,"  216,090.00 ",  -   ,M F R Consultants Inc.,01,ADVERTISED,For Profit
1820510,1820510,PARKS & RECREATION,"Maria Matias Music, Inc.",Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  20,000.00 ",  -   ,"Maria Matias Music, Inc.",01,ADVERTISED,For Profit
1820523,1820523,PARKS & RECREATION,"Maria Matias Music, Inc.",Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  35,000.00 ",  -   ,"Maria Matias Music, Inc.",01,ADVERTISED,For Profit
1920238,1920238,PARKS & RECREATION,Philadelphia Industrial Development Corporation,General Consultant Services,LWCF Consulting,7/1/2018,6/30/2019,90,"  100,000.00 ",  -   ,Philadelphia Industrial Development Corporation,08,EXEMPT,Non Profit
MPXX19000317,MPXX19000317,PARKS & RECREATION,Philadelphia Mural Arts Advocates,Miscellaneous Order,Mural Arts Mobile,1/1/2019,6/30/2019,90,"  30,000.00 ",  -   ,Philadelphia Mural Arts Advocates,102,EXEMPT,Non Profit
1620037,162003704,PARKS & RECREATION,Philadelphia Youth Network,General Consultant Services,Youth Work Ready,7/1/2018,6/30/2019,90,"  3,000,000.00 ","  1,959,598.95 ",Philadelphia Youth Network,09,EXEMPT,Non Profit
1820500,182050001,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  10,000.00 ",  -   ,"Platinum Productions, LLC",01,ADVERTISED,For Profit
1820531,1820531,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  160,000.00 ",  -   ,"Platinum Productions, LLC",01,ADVERTISED,For Profit
1820532,1820532,PARKS & RECREATION,"Platinum Productions, LLC",Performing Artists-Public Art,Performing Artist,6/1/2018,5/31/2019,60,"  71,500.00 ",  -   ,"Platinum Productions, LLC",01,ADVERTISED,For Profit
