original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1420282,1420282,OFFICE OF HOUSING & COMMUNITY DEV,Mount Airy U.S.A.,Housing & Economic Development,Housing Counseling,2013-09-01,2014-08-31,62,118000,85779,Mount Airy U.S.A.
MPXX14000273,MPXX14000273,OFFICE OF HOUSING & COMMUNITY DEV,Neighborhood Reinvestment Corporation,Miscellaneous Order,CounselorMax,2013-11-15,2014-06-30,0,15000,15000,Neighborhood Reinvestment Corporation
1420168,1420168,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Housing Counseling,2013-10-01,2014-09-30,92,313000,228390,New Kensington Community Development Corp
1420408,1420408,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Elm Street Activities,2013-07-01,2014-06-30,0,50000,0,New Kensington Community Development Corp
1420196,1420196,OFFICE OF HOUSING & COMMUNITY DEV,Norris Square Civic Association,Housing & Economic Development,Housing Counseling,2013-11-01,2014-10-31,123,78000,47009,Norris Square Civic Association
1420306,1420306,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,Housing Counseling,2013-08-01,2014-07-31,31,310000,177460,"Northwest Counseling Service, Inc."
1420197,1420197,OFFICE OF HOUSING & COMMUNITY DEV,"Nueva Esperanza, Inc.",Housing & Economic Development,Housing Counseling,2013-11-01,2014-10-31,123,103000,59385,"Nueva Esperanza, Inc."
1320670,132067001,OFFICE OF HOUSING & COMMUNITY DEV,Osvaldo Aviles,Housing & Economic Development,Translation Services,2014-02-01,2015-01-31,215,10000,0,Osvaldo Aviles
1420076,142007601,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOPWA HOUSING SUBSIDIES,2013-07-01,2014-06-30,0,3384765,3352341,Pennsylvania Community Real Estate Corporation
1420181,1420181,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOUSING COUNSELING,2013-07-01,2014-06-30,0,278000,238118,Pennsylvania Community Real Estate Corporation
1420105,1420105,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Managemnt of  Vacant Land,2013-07-01,2014-06-30,0,2767000,1928599,Pennsylvania Horticultural Society
1420186,1420186,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Open Space Revitalization,2013-07-01,2014-06-30,0,350000,303033,Pennsylvania Horticultural Society
1420303,1420303,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Association of Community Development Corps,Housing & Economic Development,Technical Assistance,2013-07-01,2014-06-30,0,105500,61330,Philadelphia Association of Community Development Corps
1420307,1420307,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Council For Community Advancement,Housing & Economic Development,Housing Counseling,2013-09-01,2014-08-31,62,312000,241150,Philadelphia Council For Community Advancement
1120160,112016003,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2013-07-01,2014-06-30,0,0,129780,Philadelphia Housing Development Corporation
1220129,122012902,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2013-07-01,2014-06-30,0,0,0,Philadelphia Housing Development Corporation
1320212,132021201,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2013-07-01,2014-06-30,0,0,49857,Philadelphia Housing Development Corporation
1320594,132059401,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Homebuyer Assistance Gran,2014-01-01,2014-12-31,184,0,0,Philadelphia Housing Development Corporation
1420161,1420161,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,OPERATING COSTS,2013-07-01,2014-06-30,0,8000000,3811630,Philadelphia Housing Development Corporation
1420162,1420162,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,PROGRAM SERVICES,2013-07-01,2014-06-30,0,14000000,6645045,Philadelphia Housing Development Corporation
1420471,1420471,OFFICE OF HOUSING & COMMUNITY DEV,"Philadelphia Legal Assistance Center, Inc.",Housing & Economic Development,Outreach Coordination,2014-03-01,2015-02-28,243,40000,0,"Philadelphia Legal Assistance Center, Inc."
1420336,1420336,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Senior Center,Housing & Economic Development,Housing Counseling,2013-09-01,2014-08-31,62,75000,49534,Philadelphia Senior Center
1420108,1420108,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia VIP,Housing & Economic Development,Vacancy Prevention Servic,2013-07-01,2014-06-30,0,180000,150972.62,Philadelphia VIP
1420225,1420225,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Youth for Change Charter School,Housing & Economic Development,Job Training,2013-09-01,2014-08-31,62,300000,205557,Philadelphia Youth for Change Charter School
1420074,1420074,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,AIDS Housing/Info/Refer.,2013-07-01,2014-06-30,0,123900,82297,Public Health Management Corporation
1420159,1420159,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,EMERGENCY PAYMENTS,2013-07-01,2014-06-30,0,105066,97784,Public Health Management Corporation
1120176,112017603,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,2013-07-01,2014-06-30,0,0,53468,Redevelopment Authority of the City of Philadelphia
1220132,122013202,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,2013-07-01,2014-06-30,0,0,970212,Redevelopment Authority of the City of Philadelphia
1320400,132040001,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,2013-07-01,2014-06-30,0,0,4860737.95,Redevelopment Authority of the City of Philadelphia
1320658,132065801,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Float Loan,2014-04-01,2015-03-31,274,0,0,Redevelopment Authority of the City of Philadelphia
1420288,1420288,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Administrative Servic,2013-07-01,2014-06-30,0,11000000,4442053.34,Redevelopment Authority of the City of Philadelphia
1420289,1420289,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,2013-07-01,2014-06-30,0,30000000,0,Redevelopment Authority of the City of Philadelphia
1420290,1420290,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,NAC Rapid Payments,2013-10-01,2014-09-30,92,1345000,730191,Redevelopment Authority of the City of Philadelphia
1420024,1420024,OFFICE OF HOUSING & COMMUNITY DEV,Resources for Human Development Inc,Housing & Economic Development,TRANSITIONAL HOUSING PROG,2013-07-01,2014-06-30,0,369553,234851,Resources for Human Development Inc
MPXX14000253,MPXX14000253,OFFICE OF HOUSING & COMMUNITY DEV,Robert Lukens,Miscellaneous Order,Capacity Building,2013-07-01,2014-06-30,0,30000,30000,Robert Lukens
1420167,1420167,OFFICE OF HOUSING & COMMUNITY DEV,Southwest Community Development Corporation,Housing & Economic Development,Housing Counseling,2013-09-01,2014-08-31,62,128000,90682.35,Southwest Community Development Corporation
1420374,1420374,OFFICE OF HOUSING & COMMUNITY DEV,Stephen Metraux,Housing & Economic Development,HOUSING NEEDS ASSESSMENT,2013-11-01,2014-10-31,123,17000,5000,Stephen Metraux
1420073,1420073,OFFICE OF HOUSING & COMMUNITY DEV,The Non-Profit Housing Dev. Corporation of Penn.,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01,2014-06-30,0,198815,175920,The Non-Profit Housing Dev. Corporation of Penn.
1420226,1420226,OFFICE OF HOUSING & COMMUNITY DEV,The Partnership CDC,Housing & Economic Development,Housing Counseling,2013-07-01,2014-06-30,0,114000,104404,The Partnership CDC
1420486,1420486,OFFICE OF HOUSING & COMMUNITY DEV,The Reinvestment Fund,Housing & Economic Development,Techincal Support,2014-04-01,2015-03-31,274,100000,75000,The Reinvestment Fund
1120117,112011703,OFFICE OF HOUSING & COMMUNITY DEV,Tiger Productions,Housing & Economic Development,Communication Services,2013-07-01,2014-06-30,0,70000,33155,Tiger Productions
1420304,1420304,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Housing Counseling,2013-10-01,2014-09-30,92,386000,317375,Unemployment Information Center
1420464,1420464,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Door to Door Outreach,2014-03-01,2015-02-28,243,37500,0,Unemployment Information Center
1420276,1420276,OFFICE OF HOUSING & COMMUNITY DEV,United Communities Southeast Phila,Housing & Economic Development,Housing Counseling,2013-08-01,2014-07-31,31,153000,127153,United Communities Southeast Phila
1420373,1420373,OFFICE OF HOUSING & COMMUNITY DEV,"University of Pennsylvania, Trustees of the",Housing & Economic Development,HOUSING NEEDS ASSESSMENT,2013-11-01,2014-10-31,123,58000,0,"University of Pennsylvania, Trustees of the"
1420109,1420109,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Anti-Predatory Loans,2013-07-01,2014-06-30,0,60000,49689,Urban Affairs Coalition
1420171,1420171,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Camp. for Work. Families,2013-11-01,2014-10-31,123,48000,38262,Urban Affairs Coalition
1420352,1420352,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Wells Fargo Agreement,2013-10-15,2014-10-14,106,1,0,Urban Affairs Coalition
1420286,1420286,OFFICE OF HOUSING & COMMUNITY DEV,Urban League of Philadelphia,Housing & Economic Development,Housing Counseling,2013-08-01,2014-07-31,31,225000,195333,Urban League of Philadelphia
1420191,1420191,OFFICE OF HOUSING & COMMUNITY DEV,Utility Emergency Services Fund,Housing & Economic Development,Utility Emergency Grant,2013-07-01,2014-06-30,0,1070000,453707,Utility Emergency Services Fund
1420355,1420355,OFFICE OF HOUSING & COMMUNITY DEV,West Oak Lane Community Development Corporation,Housing & Economic Development,Housing Counseling,2013-10-01,2014-09-30,92,154000,94062,West Oak Lane Community Development Corporation
MPXX14000261,MPXX14000261,OFFICE OF PROPERTY ASSESSMENTS,American Signature Associates,Miscellaneous Order,Residentia Land Valuation,2013-10-18,2014-06-30,0,30000,30000,American Signature Associates
1320243,132024301,OFFICE OF PROPERTY ASSESSMENTS,Camins Associates,General Consultant Services,Chiel Appraisal Consultan,2013-07-01,2014-06-30,0,60000,12750,Camins Associates
MPXX14000170,MPXX14000170,OFFICE OF PROPERTY ASSESSMENTS,Congreso De Latinos Unidos Inc,Miscellaneous Order,AVI COMMUNITY OUTREACH,2013-07-01,2014-06-30,0,24995,24995,Congreso De Latinos Unidos Inc
MPXX14000264,MPXX14000264,OFFICE OF PROPERTY ASSESSMENTS,"Eight Eleven, Inc.",Miscellaneous Order,LOOP OUTREACH,2013-10-25,2014-06-30,0,32000,28522.42,"Eight Eleven, Inc."
MPXX14000340,MPXX14000340,OFFICE OF PROPERTY ASSESSMENTS,Geraldine Dougherty Company,Miscellaneous Order,Real Estate Appraiser,2014-02-10,2014-06-30,0,20000,405,Geraldine Dougherty Company
MPXX14000278,MPXX14000278,OFFICE OF PROPERTY ASSESSMENTS,Knowledge Solutions International,Miscellaneous Order,Office 2010 - Training,2013-11-20,2014-06-30,0,2100,2100,Knowledge Solutions International
1320153,132015302,OFFICE OF PROPERTY ASSESSMENTS,"Linebarger Goggan Blair & Sampson, LLP",General Consultant Services,LOOP - Call Center,2014-01-01,2014-06-30,0,100000,0,"Linebarger Goggan Blair & Sampson, LLP"
MPXX14000209,MPXX14000209,OFFICE OF PROPERTY ASSESSMENTS,PennPraxis,Miscellaneous Order,Dating & Mapping Historic,2013-09-01,2014-06-30,0,14915,14915,PennPraxis
MPXX14000263,MPXX14000263,OFFICE OF PROPERTY ASSESSMENTS,PennPraxis,Miscellaneous Order,Dating & Mapping Historic,2013-10-23,2014-06-30,0,14915,0,PennPraxis
MPXX14000362,MPXX14000362,OFFICE OF PROPERTY ASSESSMENTS,Robert J Gloudemans,Miscellaneous Order,Mass Appraisal Training,2014-03-07,2014-06-30,0,11500,11500,Robert J Gloudemans
MPXX14000342,MPXX14000342,OFFICE OF PROPERTY ASSESSMENTS,"Robert Ludwig, Inc.",Miscellaneous Order,Real Estate Appraiser,2014-02-10,2014-06-30,0,20000,3840,"Robert Ludwig, Inc."
1320154,132015403,OFFICE OF PROPERTY ASSESSMENTS,Vanguard Direct Inc.,Computer and Information Svcs,Longtime Owner Occupant P,2013-09-01,2014-08-31,62,279494.21,92158.04,Vanguard Direct Inc.
1320767,1320767,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CoC HOPIN IV,2013-05-01,2014-04-30,0,445920,363967,1260 Housing Development Corporation
1320782,1320782,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CoC Combined,2013-06-01,2014-05-31,0,1188456,675746,1260 Housing Development Corporation
1420309,1420309,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),COC 1260 HOPIN I,2013-12-01,2014-11-30,153,899940,239472,1260 Housing Development Corporation
1420221,1420221,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Emergency Hsg. Families,2013-07-01,2014-06-30,0,1232000,1046242.92,Acts Christian Transitional Services Inc
1420222,1420222,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Expanded Capacity EH,2013-07-01,2014-06-30,0,210324,176812.34,Acts Christian Transitional Services Inc
1320780,1320780,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),CoC APM -Esperanza,2013-06-01,2014-05-30,0,120600,94885,"Asociacion Puertorriquenos En Marcha, Inc."
1420258,1420258,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC -Escalera,2013-10-01,2014-09-30,92,85104,34117,"Asociacion Puertorriquenos En Marcha, Inc."
1420320,1420320,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC- APM Hogareno,2013-11-01,2014-10-31,123,309144,137702,"Asociacion Puertorriquenos En Marcha, Inc."
1420027,1420027,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),Emergency Housing Single,2013-07-01,2014-06-30,0,1543611,1378423.54,Bethesda Project Inc.
1420069,1420069,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC - Indy Place I,2013-09-01,2014-08-31,62,28368,13545,Calcutta House
1420324,1420324,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC - Serenity Court,2013-10-01,2014-09-30,92,63828,29015,Calcutta House
1420344,1420344,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC CALCUTTA INDY II,2013-12-01,2014-11-30,153,14184,6189,Calcutta House
1420383,1420383,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),CoC Calcutta Apartments,2014-01-01,2014-12-31,184,40416,13395,Calcutta House
1420028,142002801,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),Single Emergency Housing,2013-07-01,2014-06-30,0,440253,343213.37,Catholic Social Services
1420040,1420040,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),Trans. Hsg. SHP Match,2013-07-01,2014-06-30,0,217129,185630,Catholic Social Services
1320794,1320794,OFFICE OF SUPPORTIVE HOUSING,Citizens Acting Together Can Help -  CATCH,OESS (OSHA),SHP Patriot House,2013-05-01,2014-04-30,0,74927,74823,Citizens Acting Together Can Help -  CATCH
1320534,132053402,OFFICE OF SUPPORTIVE HOUSING,Coelho Consulting,Computer and Information Svcs,Clearinghouse ICHS System,2013-12-01,2014-11-30,153,75000,0,Coelho Consulting
1420056,1420056,OFFICE OF SUPPORTIVE HOUSING,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,OESS (OSHA),Support Case Mgmt.,2013-07-01,2014-06-30,0,51000,49979,Comm for Dignity & Fairness for the Homeless Housing Dev Inc
1420063,1420063,OFFICE OF SUPPORTIVE HOUSING,Congreso De Latinos Unidos Inc,OESS (OSHA),Domestic Violence Svcs.,2013-07-01,2014-06-30,0,500000,441393,Congreso De Latinos Unidos Inc
1420369,1420369,OFFICE OF SUPPORTIVE HOUSING,Congreso De Latinos Unidos Inc,OESS (OSHA),ESG Rapid Rehousing,2013-11-01,2014-06-30,0,89373,83056,Congreso De Latinos Unidos Inc
1420129,1420129,OFFICE OF SUPPORTIVE HOUSING,Corecare Food Services Inc.,OESS (OSHA),Emergency Food Services,2013-07-01,2014-06-30,0,635374,391344.6,Corecare Food Services Inc.
1420041,1420041,OFFICE OF SUPPORTIVE HOUSING,"DePaul, USA, Inc.",OESS (OSHA),Transitional Housing,2013-07-01,2014-06-30,0,300000,300000,"DePaul, USA, Inc."
MPXX14000028,MPXX14000028,OFFICE OF SUPPORTIVE HOUSING,"Dr. Bijan Etemad, M.D.",Miscellaneous Order,Resident Psychiatric Serv,2013-07-01,2014-06-30,0,16000,2700,"Dr. Bijan Etemad, M.D."
1420042,1420042,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),Trans Hsg. SHP Match,2013-07-01,2014-06-30,0,247707,214495,Drueding Center
1420057,1420057,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),Blueprint Case Mngt.,2013-07-01,2014-06-30,0,225546,196646,Drueding Center
1420429,1420429,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),SHP Match & Case Mgt,2013-11-01,2014-10-31,123,79725,34719,Drueding Center
1420178,1420178,OFFICE OF SUPPORTIVE HOUSING,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),Family Emergency Housing,2013-07-01,2014-06-30,0,810000,789631.65,Episcopal Comm Services of the Diocese of Pa
1320224,132022402,OFFICE OF SUPPORTIVE HOUSING,"Food Management Services, Inc dba Linton's Managed Services",OESS (OSHA),Riverview Food Service,2013-07-01,2014-06-30,0,565535,572246.52,"Food Management Services, Inc dba Linton's Managed Services"
1420043,1420043,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Transitional Housing,2013-07-01,2014-06-30,0,850000,753566,"Friends Rehabilitation Programs, Inc."
1420066,1420066,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),COC Assist Living II,2013-08-01,2014-07-31,31,230040,119825,"Friends Rehabilitation Programs, Inc."
