original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status,
1620132,1620132,OFFICE OF HOUSING & COMMUNITY DEV,Mount Airy U.S.A.,Housing & Economic Development,Housing Counseling,9/1/2015,8/31/2016,61,110920,49401,Mount Airy U.S.A.,9,EXEMPT,Non Profit,
MPXX16000225,MPXX16000225,OFFICE OF HOUSING & COMMUNITY DEV,Neighborhood Reinvestment Corporation,Miscellaneous Order,Counselor Max,7/1/2015,6/30/2016,0,17800,17800,Neighborhood Reinvestment Corporation,102,EXEMPT,Non Profit,
1620107,1620107,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Houisng Counseling,10/1/2015,9/30/2016,91,294220,204097,New Kensington Community Development Corp,9,EXEMPT,Non Profit,
1620108,1620108,OFFICE OF HOUSING & COMMUNITY DEV,Norris Square Community Alliance,Housing & Economic Development,Housing Counseling,11/1/2015,10/31/2016,122,78000,38294,Norris Square Community Alliance,9,EXEMPT,Non Profit,
1520408,152040801,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,training,1/1/2016,12/31/2016,183,0,0,"Northwest Counseling Service, Inc.",9,EXEMPT,Non Profit,
1620183,1620183,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,Housing Counseling,8/1/2015,7/31/2016,30,266170,179085,"Northwest Counseling Service, Inc.",9,EXEMPT,Non Profit,
1620109,1620109,OFFICE OF HOUSING & COMMUNITY DEV,"Nueva Esperanza, Inc.",Housing & Economic Development,Housing Couseling,11/1/2015,10/31/2016,122,100000,48948,"Nueva Esperanza, Inc.",9,EXEMPT,Non Profit,
1320670,132067003,OFFICE OF HOUSING & COMMUNITY DEV,Osvaldo Aviles,Housing & Economic Development,Translation Services,2/1/2016,1/31/2017,214,10000,0,Osvaldo Aviles,7,EXEMPT,For Profit,
1620064,1620064,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOPWA Housing Subsidies,7/1/2015,6/30/2016,0,3227730,2588314,Pennsylvania Community Real Estate Corporation,9,EXEMPT,Non Profit,
1620098,1620098,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,Housing Counseling,7/1/2015,6/30/2016,0,278000,278000,Pennsylvania Community Real Estate Corporation,9,EXEMPT,Non Profit,
1620075,1620075,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Open Space Revitilization,7/1/2015,6/30/2016,0,350000,290639,Pennsylvania Horticultural Society,9,EXEMPT,Non Profit,
1620119,1620119,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Managment of Vacant Land,7/1/2015,6/30/2016,0,3467000,2198518,Pennsylvania Horticultural Society,9,EXEMPT,Non Profit,
1620143,1620143,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Association of Community Development Corps,Housing & Economic Development,Capacity Building and TA,7/1/2015,6/30/2016,0,110000,86585,Philadelphia Association of Community Development Corps,9,EXEMPT,Non Profit,
1620046,1620046,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Council For Community Advancement,Housing & Economic Development,HOUSING COUNSELING,9/1/2015,8/31/2016,61,293280,227220,Philadelphia Council For Community Advancement,9,EXEMPT,Non Profit,
1620427,1620427,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Authority,Housing & Economic Development,Choice-After School Pgm,2/1/2016,6/30/2016,0,97000,0,Philadelphia Housing Authority,8,EXEMPT,Non Profit,
MPXX16000233,MPXX16000233,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Authority,Miscellaneous Order,Community Engagement,7/1/2015,6/30/2016,0,10000,8986.35,Philadelphia Housing Authority,103,EXEMPT,Non Profit,
1320212,132021203,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,PROGRAM SERVICES,7/1/2015,6/30/2016,0,0,0,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit,
1420162,142016202,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,PROGRAM SERVICES,7/1/2015,6/30/2016,0,0,0,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit,
1520119,152011901,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,PROGRAM SERVICES,7/1/2015,6/30/2016,0,0,308672,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit,
1620047,162004701,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2015,6/30/2016,0,14500000,4638129.89,Philadelphia Housing Development Corporation,9,EXEMPT,Non Profit,
1620048,1620048,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,OPERATING COSTS,7/1/2015,6/30/2016,0,7000000,4719154,Philadelphia Housing Development Corporation,9,EXEMPT,Non Profit,
1620110,1620110,OFFICE OF HOUSING & COMMUNITY DEV,"Philadelphia Legal Assistance Center, Inc.",Housing & Economic Development,Outreach Coordination,7/1/2015,6/30/2016,0,25000,19380,"Philadelphia Legal Assistance Center, Inc.",9,EXEMPT,Non Profit,
1620111,1620111,OFFICE OF HOUSING & COMMUNITY DEV,"Philadelphia Legal Assistance Center, Inc.",Housing & Economic Development,Foreclosure Hotline,7/1/2015,6/30/2016,0,560000,449777,"Philadelphia Legal Assistance Center, Inc.",9,EXEMPT,Non Profit,
1620174,1620174,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Mural Arts Advocates,Housing & Economic Development,Public Improvements,11/1/2015,10/31/2016,122,150000,17261,Philadelphia Mural Arts Advocates,9,EXEMPT,Non Profit,
1620198,1620198,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Senior Center,Housing & Economic Development,Housing Counseling,9/1/2015,8/31/2016,61,75000,54065,Philadelphia Senior Center,9,EXEMPT,Non Profit,
1620149,1620149,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia VIP,Housing & Economic Development,Vacancy Prevention Servic,7/1/2015,6/30/2016,0,205000,172534.02,Philadelphia VIP,9,EXEMPT,Non Profit,
1620073,1620073,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Youth for Change Charter School,Housing & Economic Development,Job Training,9/1/2015,8/31/2016,61,300000,224923,Philadelphia Youth for Change Charter School,9,EXEMPT,Non Profit,
1520065,152006502,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,AIDS Hous. Info. & Refer.,1/1/2016,6/30/2016,0,38650,6609,Public Health Management Corporation,9,EXEMPT,Non Profit,
1620049,1620049,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,EMERGENCY PAYMENTS,7/1/2015,6/30/2016,0,232000,221847,Public Health Management Corporation,9,EXEMPT,Non Profit,
1620384,1620384,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,Choice Case Management,1/1/2016,12/31/2016,183,330000,36701,Public Health Management Corporation,9,EXEMPT,Non Profit,
1320400,132040003,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2015,6/30/2016,0,0,451816.41,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1320658,132065803,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,CDBG Float Loan,4/1/2016,3/31/2017,273,0,0,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1420289,142028902,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2015,6/30/2016,0,0,2847550.11,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1420372,142037202,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,DCED Elm Street,4/1/2016,3/31/2017,273,145000,145000,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1520222,152022201,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2015,6/30/2016,0,0,350874,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1620078,1620078,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,"RDA Administrative Svcs,",7/1/2015,6/30/2016,0,10618000,5997874,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
1620080,1620080,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,NAC Rapid Payments,7/1/2015,6/30/2016,0,1440000,737423,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit,
MPXX16000273,MPXX16000273,OFFICE OF HOUSING & COMMUNITY DEV,Reese Fayde & Associates,Miscellaneous Order,Technical Assistance,10/1/2015,6/30/2016,0,30000,30000,Reese Fayde & Associates,102,EXEMPT,For Profit,
1620096,1620096,OFFICE OF HOUSING & COMMUNITY DEV,Resources for Human Development Inc,Housing & Economic Development,TRANSITIONAL HOUSING PROG,7/1/2015,6/30/2016,0,278820,209653,Resources for Human Development Inc,9,EXEMPT,Non Profit,
MPXX16000104,MPXX16000104,OFFICE OF HOUSING & COMMUNITY DEV,Robert Lukens,Miscellaneous Order,Mortgage Foreclosure TA,7/1/2015,6/30/2016,0,30000,30000,Robert Lukens,102,EXEMPT,For Profit,
1620200,1620200,OFFICE OF HOUSING & COMMUNITY DEV,Senior Law Center,Housing & Economic Development,Legal Assistance,8/1/2015,7/31/2016,30,50000,45868.5,Senior Law Center,9,EXEMPT,Non Profit,
1620112,1620112,OFFICE OF HOUSING & COMMUNITY DEV,Southwest Community Development Corporation,Housing & Economic Development,Housing Counseling,9/1/2015,8/31/2016,61,120320,76818,Southwest Community Development Corporation,9,EXEMPT,Non Profit,
MPXX16000234,MPXX16000234,OFFICE OF HOUSING & COMMUNITY DEV,Temple University,Miscellaneous Order,Performance Evaluation,7/1/2015,6/30/2016,0,32000,18643.5,Temple University,102,EXEMPT,Non Profit,
1620053,1620053,OFFICE OF HOUSING & COMMUNITY DEV,The Non-Profit Housing Dev. Corporation of Penn.,Housing & Economic Development,HOPWA HOUSING SUBSIDIES,7/1/2015,6/30/2016,0,158000,151684,The Non-Profit Housing Dev. Corporation of Penn.,9,EXEMPT,Non Profit,
1420486,142048603,OFFICE OF HOUSING & COMMUNITY DEV,The Reinvestment Fund,Housing & Economic Development,Technical Assistance,4/1/2016,3/31/2017,273,65000,0,The Reinvestment Fund,8,EXEMPT,Non Profit,
1520041,152004101,OFFICE OF HOUSING & COMMUNITY DEV,Tiger Productions,Housing & Economic Development,Design Services,7/1/2015,6/30/2016,0,72500,60325,Tiger Productions,1,ADVERTISED,For Profit,
1620241,1620241,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Housing Counseling,10/1/2015,9/30/2016,91,362840,267245,Unemployment Information Center,9,EXEMPT,Non Profit,
1620133,1620133,OFFICE OF HOUSING & COMMUNITY DEV,United Communities Southeast Phila,Housing & Economic Development,Housing Counseling,8/1/2015,7/31/2016,30,143820,121123,United Communities Southeast Phila,9,EXEMPT,Non Profit,
1620113,1620113,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Earned Income Tax Credit,7/1/2015,6/30/2016,0,48000,41341,Urban Affairs Coalition,9,EXEMPT,Non Profit,
1620116,1620116,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Anti-Predatory Loans,7/1/2015,6/30/2016,0,60000,51961,Urban Affairs Coalition,9,EXEMPT,Non Profit,
1620177,1620177,OFFICE OF HOUSING & COMMUNITY DEV,Urban League of Philadelphia,Housing & Economic Development,Housing Counseling,8/1/2015,7/31/2016,30,186500,151029,Urban League of Philadelphia,9,EXEMPT,Non Profit,
1620475,1620475,OFFICE OF HOUSING & COMMUNITY DEV,Urban Partners,Housing & Economic Development,Economic Dev. Analysis,6/1/2016,12/31/2016,183,70000,0,Urban Partners,1,ADVERTISED,For Profit,
1620074,1620074,OFFICE OF HOUSING & COMMUNITY DEV,Utility Emergency Services Fund,Housing & Economic Development,Utility Assist Service,7/1/2015,6/30/2016,0,1070000,854735,Utility Emergency Services Fund,9,EXEMPT,Non Profit,
MPXX16000323,MPXX16000323,OFFICE OF HOUSING & COMMUNITY DEV,"Wallace Roberts & Todd, LLC dba WRT",Miscellaneous Order,Technical Assistance,2/1/2016,6/30/2016,0,19822,19822,"Wallace Roberts & Todd, LLC dba WRT",102,EXEMPT,For Profit,
1620199,1620199,OFFICE OF HOUSING & COMMUNITY DEV,West Oak Lane Community Development Corporation,Housing & Economic Development,Housing Counseling,10/1/2015,9/30/2016,91,144760,89468,West Oak Lane Community Development Corporation,9,EXEMPT,Non Profit,
1320243,132024303,OFFICE OF PROPERTY ASSESSMENTS,Camins Associates,General Consultant Services,Chief Appraisal Consultan,7/1/2015,6/30/2016,0,60000,8304.5,Camins Associates,1,ADVERTISED,For Profit,
MPXX16000355,MPXX16000355,OFFICE OF PROPERTY ASSESSMENTS,"Doyle Real Estate Advisors, LLC",Miscellaneous Order,Appraisal Consultant,3/29/2016,6/30/2016,0,32000,0,"Doyle Real Estate Advisors, LLC",102,EXEMPT,For Profit,
MPXX16000161,MPXX16000161,OFFICE OF PROPERTY ASSESSMENTS,Geraldine Dougherty Company,Miscellaneous Order,Real Estate Consultant,7/1/2015,6/30/2016,0,20000,112.5,Geraldine Dougherty Company,102,EXEMPT,For Profit,
1320153,132015304,OFFICE OF PROPERTY ASSESSMENTS,"Linebarger Goggan Blair & Sampson, LLP",General Consultant Services,Customer Serv Call Center,7/1/2015,6/30/2016,0,228378,247470.53,"Linebarger Goggan Blair & Sampson, LLP",1,ADVERTISED,For Profit,
MPXX16000194,MPXX16000194,OFFICE OF PROPERTY ASSESSMENTS,Robert J Gloudemans,Miscellaneous Order,Land Revaluation Services,9/3/2015,6/30/2016,0,27000,27000,Robert J Gloudemans,102,EXEMPT,For Profit,
MPXX16000160,MPXX16000160,OFFICE OF PROPERTY ASSESSMENTS,"Robert Ludwig, Inc.",Miscellaneous Order,Real Estate Consultant,7/1/2015,6/30/2016,0,20000,720,"Robert Ludwig, Inc.",102,EXEMPT,For Profit,
1320154,132015405,OFFICE OF PROPERTY ASSESSMENTS,Vanguard Direct Inc.,Computer and Information Svcs,Application Processing,9/1/2015,8/31/2016,61,190000,53398.43,Vanguard Direct Inc.,1,ADVERTISED,For Profit,
1520600,1520600,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),HOPIN IV,5/1/2015,4/30/2016,0,408960,329459,1260 Housing Development Corporation,9,EXEMPT,Non Profit,
1520601,1520601,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),Combo,6/1/2015,5/31/2016,0,848268,701348,1260 Housing Development Corporation,9,EXEMPT,Non Profit,
1520602,1520602,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CTT,6/1/2015,5/31/2016,0,195360,123467,1260 Housing Development Corporation,9,EXEMPT,Non Profit,
1620383,1620383,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),HOPIN I,12/1/2015,11/30/2016,152,778860,354418,1260 Housing Development Corporation,9,EXEMPT,Non Profit,
1520136,152013601,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Emerg.  Hsg. Families,7/1/2015,6/30/2016,0,1252000,1137691,Acts Christian Transitional Services Inc,1,ADVERTISED,Non Profit,
1520139,152013901,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Expanded Capacity,7/1/2015,6/30/2016,0,210324,190982,Acts Christian Transitional Services Inc,9,EXEMPT,Non Profit,
1520596,1520596,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC APM-Esperanza,6/1/2015,5/31/2016,0,99336,94170,"Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit,
1620226,1620226,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),Coc Proyecto Hogareno,11/1/2015,10/31/2016,122,277968,150458,"Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit,
1620342,1620342,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC-Escalera,10/1/2015,9/30/2016,91,69264,50878,"Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit,
1520154,152015401,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),Emerg. Hsg. Singles,7/1/2015,6/30/2016,0,1563611,1388759.59,Bethesda Project Inc.,9,EXEMPT,Non Profit,
MPXX16000187,MPXX16000187,OFFICE OF SUPPORTIVE HOUSING,Broad Street Ministry,Miscellaneous Order,Emerg. Hsg. Singles,9/24/2015,6/30/2016,0,19941,19941,Broad Street Ministry,102,EXEMPT,Non Profit,
1620206,1620206,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC INDY PLACE 1,9/1/2015,8/31/2016,61,27504,17543,Calcutta House,9,EXEMPT,Non Profit,
1620227,1620227,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),CocCalcutta Serenity,10/1/2015,9/30/2016,91,61884,33286,Calcutta House,9,EXEMPT,Non Profit,
1620243,1620243,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),Independence Place II,12/1/2015,11/30/2016,152,13872,4578,Calcutta House,9,EXEMPT,Non Profit,
1520155,152015501,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),Emergency Housing Singles,7/1/2015,6/30/2016,0,355253,298496,Catholic Social Services,9,EXEMPT,Non Profit,
1520217,152021701,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),CoC related Trans. Hsg.,7/1/2015,6/30/2016,0,217129,201564,Catholic Social Services,9,EXEMPT,Non Profit,
1520593,1520593,OFFICE OF SUPPORTIVE HOUSING,Citizens Acting Together Can Help -  CATCH,OESS (OSHA),SHP Patriot House,5/1/2015,4/30/2016,0,62393,62393,Citizens Acting Together Can Help -  CATCH,9,EXEMPT,Non Profit,
1620061,1620061,OFFICE OF SUPPORTIVE HOUSING,"Client Track, Inc",Computer and Information Svcs,Homeless Mngt Info System,10/1/2015,9/30/2016,91,687000,444741,"Client Track, Inc",3,EXEMPT,For Profit,
1520210,152021001,OFFICE OF SUPPORTIVE HOUSING,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,OESS (OSHA),CoC related Trans. Hsg.,7/1/2015,6/30/2016,0,51000,48816,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,9,EXEMPT,Non Profit,
1520207,152020701,OFFICE OF SUPPORTIVE HOUSING,Congreso De Latinos Unidos Inc,OESS (OSHA),Safe Haven Emerg. Hsg.,7/1/2015,6/30/2016,0,500000,360605,Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit,
1420129,142012902,OFFICE OF SUPPORTIVE HOUSING,Corecare Food Services Inc.,OESS (OSHA),Emergency Food Service,7/1/2015,6/30/2016,0,673715,484187.7,Corecare Food Services Inc.,1,ADVERTISED,For Profit,
1520162,152016201,OFFICE OF SUPPORTIVE HOUSING,"DePaul, USA, Inc.",OESS (OSHA),Transitional Housing,7/1/2015,6/30/2016,0,300000,300000,"DePaul, USA, Inc.",1,ADVERTISED,Non Profit,
1620172,1620172,OFFICE OF SUPPORTIVE HOUSING,"DePaul, USA, Inc.",OESS (OSHA),SHP St. Raymond's,9/1/2015,8/31/2016,61,336651,205728,"DePaul, USA, Inc.",9,EXEMPT,Non Profit,
MPXX16000204,MPXX16000204,OFFICE OF SUPPORTIVE HOUSING,"Dr. Bijan Etemad, M.D.",Miscellaneous Order,Resident Psychiatric Serv,7/1/2015,6/30/2016,0,16000,0,"Dr. Bijan Etemad, M.D.",102,EXEMPT,For Profit,
1520195,152019502,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),Blueprint Case Managment,7/1/2015,6/30/2016,0,249546,173041,Drueding Center,9,EXEMPT,Non Profit,
1520322,152032201,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),CoC related Trans. Hsg.,7/1/2015,6/30/2016,0,247707,253399,Drueding Center,9,EXEMPT,Non Profit,
1620401,1620401,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),New Neighbors,11/1/2015,10/31/2016,122,79725,42941,Drueding Center,9,EXEMPT,Non Profit,
1520133,152013301,OFFICE OF SUPPORTIVE HOUSING,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),Family Emergency Housing,7/1/2015,6/30/2016,0,830000,725038.76,Episcopal Comm Services of the Diocese of Pa,1,ADVERTISED,Non Profit,
